id,parentProductId,title,categories,description,quantity,price,active,status
640-variation-3,640,Seeds Poa fendleriana (Muttongrass),,<p>Poa fendleriana (Muttongrass)</p>,1 lb.,65.00,instock,publish
641,641,Seeds Schismus barbatus,"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Schismus barbatus (Mediterranean grass)</p>,,,instock,publish
641-variation-0,641,Seeds Schismus barbatus,,<p>Schismus barbatus (Mediterranean grass)</p>,1/10 oz.,1.85,instock,publish
641-variation-1,641,Seeds Schismus barbatus,,<p>Schismus barbatus (Mediterranean grass)</p>,1 oz.,10.00,instock,publish
641-variation-2,641,Seeds Schismus barbatus,,<p>Schismus barbatus (Mediterranean grass)</p>,4 oz.,30.00,instock,publish
641-variation-3,641,Seeds Schismus barbatus,,<p>Schismus barbatus (Mediterranean grass)</p>,8 oz.,45.00,instock,publish
641-variation-4,641,Seeds Schismus barbatus,,<p>Schismus barbatus (Mediterranean grass)</p>,1 lb.,70.00,instock,publish
642,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,,,instock,publish
642-variation-0,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),,<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,1/10 oz.,1.50,instock,publish
642-variation-1,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),,<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,1 oz.,5.00,instock,publish
642-variation-2,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),,<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,4 oz.,20.00,instock,publish
642-variation-3,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),,<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,8 oz.,30.00,instock,publish
642-variation-4,642,Seeds Schizachyrium scoparium (Little Bluestem CAMPER),,<p>Schizachyrium scoparium (Little bluestem CAMPER)</p>,1 lb.,50.00,instock,publish
643,643,Seeds Setaria vulpiseta (Plains bristlegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Setaria vulpiseta (Plains bristlegrass)</p>,,,instock,publish
643-variation-0,643,Seeds Setaria vulpiseta (Plains bristlegrass),,<p>Setaria vulpiseta (Plains bristlegrass)</p>,1/10 oz.,2.00,instock,publish
643-variation-1,643,Seeds Setaria vulpiseta (Plains bristlegrass),,<p>Setaria vulpiseta (Plains bristlegrass)</p>,1 oz.,10.00,instock,publish
643-variation-2,643,Seeds Setaria vulpiseta (Plains bristlegrass),,<p>Setaria vulpiseta (Plains bristlegrass)</p>,4 oz.,20.00,instock,publish
643-variation-3,643,Seeds Setaria vulpiseta (Plains bristlegrass),,<p>Setaria vulpiseta (Plains bristlegrass)</p>,8 oz.,35.00,instock,publish
643-variation-4,643,Seeds Setaria vulpiseta (Plains bristlegrass),,<p>Setaria vulpiseta (Plains bristlegrass)</p>,1 lb.,55.00,instock,publish
644,644,Seeds Sorghastrum nutans (Indian grass),"SEEDS  Native Grasses,GRASS SEED INDEX",<p>Sorghastrum nutans (Indian grass)</p>,,,instock,publish
644-variation-0,644,Seeds Sorghastrum nutans (Indian grass),,<p>Sorghastrum nutans (Indian grass)</p>,4 oz.,15.00,instock,publish
644-variation-1,644,Seeds Sorghastrum nutans (Indian grass),,<p>Sorghastrum nutans (Indian grass)</p>,8 oz.,20.00,instock,publish
644-variation-2,644,Seeds Sorghastrum nutans (Indian grass),,<p>Sorghastrum nutans (Indian grass)</p>,1 lb.,25.00,instock,publish
645,645,Seeds Sporobolus cryptandrus (Sand dropseed),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Sporobolus cryptandrus (Sand dropseed)</p>,,,instock,publish
645-variation-0,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,1/10 oz.,2.00,instock,publish
645-variation-1,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,1 oz.,5.00,instock,publish
645-variation-2,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,4 oz.,12.00,instock,publish
645-variation-3,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,8 oz.,20.00,instock,publish
645-variation-4,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,1 lb.,35.00,instock,publish
645-variation-5,645,Seeds Sporobolus cryptandrus (Sand dropseed),,<p>Sporobolus cryptandrus (Sand dropseed)</p>,5 lbs.,100.00,instock,publish
646,646,Seeds Melinis repens (Rubygrass),"SEEDS Ornamental Grasses,SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Melinis repens (Rubygrass) Used as a landscape ornamental.</p>,,,outofstock,private
646-variation-0,646,Seeds Melinis repens (Rubygrass),,<p>Melinis repens (Rubygrass) Used as a landscape ornamental.</p>,4 oz. ,25.00,outofstock,private
646-variation-1,646,Seeds Melinis repens (Rubygrass),,<p>Melinis repens (Rubygrass) Used as a landscape ornamental.</p>,8 oz.,35.00,outofstock,private
646-variation-2,646,Seeds Melinis repens (Rubygrass),,<p>Melinis repens (Rubygrass) Used as a landscape ornamental.</p>,1 lb.,40.00,outofstock,private
647,647,Seeds Muhlenbergia wrightii (Spike muhly),"SEEDS Ornamental Grasses,SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Muhlenbergia wrightii (Spike muhly)</p>,,,outofstock,private
647-variation-0,647,Seeds Muhlenbergia wrightii (Spike muhly),,<p>Muhlenbergia wrightii (Spike muhly)</p>,1 oz,12.00,outofstock,private
647-variation-1,647,Seeds Muhlenbergia wrightii (Spike muhly),,<p>Muhlenbergia wrightii (Spike muhly)</p>,4 oz.,20.00,outofstock,private
647-variation-2,647,Seeds Muhlenbergia wrightii (Spike muhly),,<p>Muhlenbergia wrightii (Spike muhly)</p>,8 oz.,25.00,outofstock,private
647-variation-3,647,Seeds Muhlenbergia wrightii (Spike muhly),,<p>Muhlenbergia wrightii (Spike muhly)</p>,1 lb.,30.00,outofstock,private
648,648,Seeds Achnatherum speciosum (Desert needlegrass),"SEEDS Ornamental Grasses,SHRUB SEEDS (A to Z),SEEDS All Grasses,GRASS SEED INDEX,TREE & SHRUB SEED INDEX",<p>Achnatherum speciosum (Desert needlegrass)</p>,,,outofstock,private
648-variation-0,648,Seeds Achnatherum speciosum (Desert needlegrass),,<p>Achnatherum speciosum (Desert needlegrass)</p>,8 oz.,135.00,outofstock,private
648-variation-1,648,Seeds Achnatherum speciosum (Desert needlegrass),,<p>Achnatherum speciosum (Desert needlegrass)</p>,1 lb.,195.00,outofstock,private
650,650,Seeds Celtis pallida (Desert hackberry),"Celtis Seeds,SHRUB SEEDS (A to Z),TREE/SHRUB SEEDS (A to Z),TREE & SHRUB SEED INDEX","<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",,,instock,publish
650-variation-0,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",25 seeds,1.50,instock,publish
650-variation-1,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",100 seeds,4,instock,publish
650-variation-2,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",1 oz. (380 seeds),12.00,instock,publish
650-variation-3,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",4 oz.,40.00,instock,publish
650-variation-4,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",8 oz.,70.00,instock,publish
650-variation-5,650,Seeds Celtis pallida (Desert hackberry),,"<p>Celtis pallida (Desert hackberry). Sunset: 10-13; USDA: 7-10. Full sun. Spiny semi-evergreen shrub, up to 20' tall, 8' spread; small dark green leaves. Drought hardy. Origin: Texas, New Mexico, northern Mexico from 3000 to 8000' elevation. 380 seeds per oz. Quantities over 1 oz. ships in 1 week.</p>",1 lb.,120,instock,publish
651,651,Seeds Stipa speciosa (Desert needlegrass),"SEEDS Ornamental Grasses,SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Stipa speciosa (Desert needlegrass). Very drought hardy with an attractive, plumy appearance. Used for revegetation and landscaping.</p>",,,outofstock,private
651-variation-0,651,Seeds Stipa speciosa (Desert needlegrass),,"<p>Stipa speciosa (Desert needlegrass). Very drought hardy with an attractive, plumy appearance. Used for revegetation and landscaping.</p>",4 oz.,30.00,outofstock,private
651-variation-1,651,Seeds Stipa speciosa (Desert needlegrass),,"<p>Stipa speciosa (Desert needlegrass). Very drought hardy with an attractive, plumy appearance. Used for revegetation and landscaping.</p>",8 oz.,45.00,outofstock,private
651-variation-2,651,Seeds Stipa speciosa (Desert needlegrass),,"<p>Stipa speciosa (Desert needlegrass). Very drought hardy with an attractive, plumy appearance. Used for revegetation and landscaping.</p>",1 lb.,65.00,outofstock,private
652,652,Opuntia violacea v. santa rita,"Cacti Seed List (A to Z),SEEDS  Cacti O,Opuntia,CACTI SEED INDEX","<p>Opuntia violacea v. santa rita (Purple prickly pear). Sunset: 8-10, 12-24; USDA: 7-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 5'. Origin: Texas to Arizona, northern Mexico. Seeds collected from plant native to the sarita mountains near Tucson AZ.</p>",,,instock,publish
652-variation-0,652,Opuntia violacea v. santa rita,,"<p>Opuntia violacea v. santa rita (Purple prickly pear). Sunset: 8-10, 12-24; USDA: 7-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 5'. Origin: Texas to Arizona, northern Mexico. Seeds collected from plant native to the sarita mountains near Tucson AZ.</p>",25 seeds,1.50,instock,publish
652-variation-1,652,Opuntia violacea v. santa rita,,"<p>Opuntia violacea v. santa rita (Purple prickly pear). Sunset: 8-10, 12-24; USDA: 7-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 5'. Origin: Texas to Arizona, northern Mexico. Seeds collected from plant native to the sarita mountains near Tucson AZ.</p>",100 seeds,3.50,instock,publish
652-variation-2,652,Opuntia violacea v. santa rita,,"<p>Opuntia violacea v. santa rita (Purple prickly pear). Sunset: 8-10, 12-24; USDA: 7-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 5'. Origin: Texas to Arizona, northern Mexico. Seeds collected from plant native to the sarita mountains near Tucson AZ.</p>",500 seeds,13.50,instock,publish
653,653,Opuntia engelmannii var. aciculata,"Cacti Seed List (A to Z),SEEDS  Cacti O,Opuntia,CACTI SEED INDEX","<p>Opuntia engelmannii var. aciculata (Chenille). Sunset: 8-24; USDA: 8-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg;F. Grows to 3' tall. Origin: Southwestern USA, NW Mex.</p>",,,instock,publish
653-variation-0,653,Opuntia engelmannii var. aciculata,,"<p>Opuntia engelmannii var. aciculata (Chenille). Sunset: 8-24; USDA: 8-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg;F. Grows to 3' tall. Origin: Southwestern USA, NW Mex.</p>",25 seeds,1.50,instock,publish
653-variation-1,653,Opuntia engelmannii var. aciculata,,"<p>Opuntia engelmannii var. aciculata (Chenille). Sunset: 8-24; USDA: 8-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg;F. Grows to 3' tall. Origin: Southwestern USA, NW Mex.</p>",100 seeds,4.50,instock,publish
653-variation-2,653,Opuntia engelmannii var. aciculata,,"<p>Opuntia engelmannii var. aciculata (Chenille). Sunset: 8-24; USDA: 8-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg;F. Grows to 3' tall. Origin: Southwestern USA, NW Mex.</p>",500 seeds,17.50,instock,publish
653-variation-3,653,Opuntia engelmannii var. aciculata,,"<p>Opuntia engelmannii var. aciculata (Chenille). Sunset: 8-24; USDA: 8-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg;F. Grows to 3' tall. Origin: Southwestern USA, NW Mex.</p>",1000 seeds,30.00,instock,publish
654,654,Trichocereus bridgesii,"Cacti Seed List (A to Z),SEEDS Cacti T,Trichocereus,CACTI SEED INDEX","<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>",,,instock,publish
654-variation-0,654,Trichocereus bridgesii,,"<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>",25 seeds,1.75,instock,publish
654-variation-1,654,Trichocereus bridgesii,,"<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>",100 seeds,4,instock,publish
654-variation-2,654,Trichocereus bridgesii,,"<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>",500 seeds,17.50,instock,publish
654-variation-3,654,Trichocereus bridgesii,,"<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>",1000 seeds,30.00,instock,publish
655,655,Trichocereus Peru species,"Cacti Seed List (A to Z),SEEDS Cacti T,Trichocereus,CACTI SEED INDEX","<p>More under Echinopsis listing. Trichocereus Peru species. See image for species ID.&nbsp;Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Large white flowers. Hardy to 22&deg; F. Origin: Ecuador and Peru.</p>",,,instock,publish
655-variation-0,655,Trichocereus Peru species,,"<p>More under Echinopsis listing. Trichocereus Peru species. See image for species ID.&nbsp;Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Large white flowers. Hardy to 22&deg; F. Origin: Ecuador and Peru.</p>",25 trichocereus pachoni seeds,1.75,instock,publish
655-variation-1,655,Trichocereus Peru species,,"<p>More under Echinopsis listing. Trichocereus Peru species. See image for species ID.&nbsp;Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Large white flowers. Hardy to 22&deg; F. Origin: Ecuador and Peru.</p>",100 trichocereus pachoni seeds,4.00,instock,publish
655-variation-2,655,Trichocereus Peru species,,"<p>More under Echinopsis listing. Trichocereus Peru species. See image for species ID.&nbsp;Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Large white flowers. Hardy to 22&deg; F. Origin: Ecuador and Peru.</p>",500 trichocereus pachoni seeds,17.50,instock,publish
655-variation-3,655,Trichocereus Peru species,,"<p>More under Echinopsis listing. Trichocereus Peru species. See image for species ID.&nbsp;Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Large white flowers. Hardy to 22&deg; F. Origin: Ecuador and Peru.</p>",1000 trichocereus pachoni seeds,30.00,instock,publish
656,656,Neobuxbaumia tetetzo,"Cacti Seed List (A to Z),SEEDS  Cacti N,Neobuxbaumia,CACTI SEED INDEX","<p>Neobuxbaumia tetetzo. USDA: 9b-11. Full sun. Hardy to 28&deg; F. Regular summer water, keep dry winter. Treelike cactus, reaches 50 feet tall Origin: Mexico.</p>",,,instock,publish
656-variation-0,656,Neobuxbaumia tetetzo,,"<p>Neobuxbaumia tetetzo. USDA: 9b-11. Full sun. Hardy to 28&deg; F. Regular summer water, keep dry winter. Treelike cactus, reaches 50 feet tall Origin: Mexico.</p>",25 seeds,1.50,instock,publish
656-variation-1,656,Neobuxbaumia tetetzo,,"<p>Neobuxbaumia tetetzo. USDA: 9b-11. Full sun. Hardy to 28&deg; F. Regular summer water, keep dry winter. Treelike cactus, reaches 50 feet tall Origin: Mexico.</p>",100 seeds,3.50,instock,publish
656-variation-2,656,Neobuxbaumia tetetzo,,"<p>Neobuxbaumia tetetzo. USDA: 9b-11. Full sun. Hardy to 28&deg; F. Regular summer water, keep dry winter. Treelike cactus, reaches 50 feet tall Origin: Mexico.</p>",500 seeds,13.50,instock,publish
656-variation-3,656,Neobuxbaumia tetetzo,,"<p>Neobuxbaumia tetetzo. USDA: 9b-11. Full sun. Hardy to 28&deg; F. Regular summer water, keep dry winter. Treelike cactus, reaches 50 feet tall Origin: Mexico.</p>","1,000 seeds",24.00,instock,publish
